Original Sequence;Original Length;Transformed Sequence;Transformed Length
U B L R F Rb Rb B R R Ub R U Fb Rb Bb D B B R D D Rb D Bb Fb Fb D Fb Db F F Lb F L Fb Lb Fb L D F Db R D B Rb Bb Rb D R R B R Db Bb R B D Bb D D F R Fb Rb Db R D F Db Rb Fb D D Rb Bb Lb B R Bb L B B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;102;U B L R F R2 B R2 U' R U F' R' B' D B2 R D2 R' D B' F2 D F' D' F2 L' F L F' L' F' L D F D' R D B R' B' R' D R2 B R D' B' R B D B' D2 F R F' R' D' R D F D' R' F' D2 R' B' L' B R B' L B2 R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';91
U Lb Bb Fb Db F Ub B U B R D Rb D Bb Rb D R R D Rb Rb Fb Fb R F Db F R Lb Bb Lb F L Fb B L D Bb Rb B Db Bb D R B D Rb Bb L B R Bb Lb B Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;80;U L' B' F' D' F U' B U B R D R' D B' R' D R2 D R2 F2 R F D' F R L' B' L' F L F' B L D B' R' B D' B' D R B D R' B' L B R B' L' B D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;74
Fb Fb R F B Db Bb Lb Db L F Db Fb Rb Db R Bb F L Fb B Bb L U Lb Ub Lb Bb U Bb Bb Rb Db R D B R Bb Db Fb Lb Fb L D F B L B Lb Db Bb Lb F L U L Ub Fb D Lb D L Bb L B Lb Rb Bb Db B D R Lb Fb Db F D L Db B R Fb Rb B B B R F Rb Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;104;F2 R F B D' B' L' D' L F D' F' R' D' R B' F L F' B B' L U L' U' L' B' U B2 R' D' R D B R B' D' F' L' F' L D F B L B L' D' B' L' F L U L U' F' D L' D L B' L B L' R' B' D' B D R L' F' D' F D L D' B R F' R' B' R F R' D' F' R' D R F D F2 R F R' F;97
Rb Db B B Bb Db B B Db Bb L Db Lb Bb Lb B Fb Fb Bb Bb Ub Ub B B F F Lb Lb U Bb Ub L L Bb L B R F R U R F F Rb Fb Ub Fb R L D F Lb Fb Lb D Rb Rb Rb B R Bb Db Rb B D D R Db Rb Db Db Bb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Bb L B Lb Db Lb D L Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;140;R' D' B2 B' D' B2 D' B' L D' L' B' L' B F2 B2 U2 B2 F2 L2 U B' U' L2 B' L B R F R U R F2 R' F' U' F' R L D F L' F' L' D R B R B' D' R' B D2 R D' R' D2 B' D' R' D' R2 D' R2 D2 R D' B' D B B' L B L' D' L' D L L' U L' D' U' D L2 U D L D' L D L2 U' D' D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;118
D L L R F F Rb Ub F U Lb R Db Rb B L B Lb Ub Lb U Bb R R B R B R B Db Rb Lb Lb Lb F L Fb Ub Fb U D R B R Bb Db Rb Rb Lb B B Lb Lb B B L R Db Lb D L Bb L B Lb Db Rb Db R D F D Fb Db D Bb Db Lb D L B Bb Lb Fb L B Lb F L R Db Fb Db F D D Rb Fb R Db Rb F Bb Lb F L B Lb Fb L;110;D L2 R F2 R' U' F U L' R D' R' B L B L' U' L' U B' R2 B R B R B D' R' L F L F' U' F' U D R B R B' D' R2 L' B2 L2 B2 L R D' L' D L B' L B L' D' R' D' R D F D F' D' D B' D' L' D L B B' L' F' L B L' F L R D' F' D' F D2 R' F' R D' R' F B' L' F L B L' F' L;100
Lb Lb Fb D R R F Db B D Bb Fb Db F Fb Lb Fb L U L Ub R D Rb Db Bb Db B L F L Bb Lb B Fb Lb Lb F F Db F D Fb Fb L L F F L F Rb Rb Fb Lb F Rb Rb F Lb D Fb Db F B Db Db Fb Db F Db Db Bb;72;L2 F' D R2 F D' B D B' F' D' F F' L' F' L U L U' R D R' D' B' D' B L F L B' L' B F' L2 F2 D' F D F2 L2 F2 L F R2 F' L' F R2 F L' D F' D' F B D2 F' D' F D2 B';61
L L D F Lb Ub R U L B Fb R R Bb F Rb D R F D Fb R Bb D R Db Bb Rb Bb Bb Rb Lb D L D D F L L Fb Db Lb Db Bb L B L L Db Lb Db Fb D F Db R Db Rb B Rb Bb R Lb Fb Db F D Lb Lb Lb D Rb Db Bb D B R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;102;L2 D F L' U' R U L B F' R2 B' F R' D R F D F' R B' D R D' B' R' B2 R' L' D L D2 F L2 F' D' L' D' B' L B L2 D' L' D' F' D F D' R D' R' B R' B' R L' F' D' F D L D R' D' B' D B R D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;91
Ub B Rb Bb Db R Db Rb D Rb Db R Lb D L D F Lb Fb B D Bb Db Rb Bb Rb Rb Rb D Fb Lb Fb L D F B D L Bb Lb Bb Fb D F Lb F L Fb Rb Db Rb D D D Rb D R D R Bb Db Lb D L B D Rb Db R D D D Rb D D R D Rb Bb Lb B R Bb L B D D Bb D D B D Bb Bb D F Db B D B Fb Db Bb Lb F L B Lb Fb L;110;U' B R' B' D' R D' R' D R' D' R L' D L D F L' F' B D B' D' R' B' R D F' L' F' L D F B D L B' L' B' F' D F L' F L F' R' D' R' D' R' D R D R B' D' L' D L B D R' D' R D' R' D2 R D R' B' L' B R B' L B D2 B' D2 B D B2 D F D' B D B F' D' B' L' F L B L' F' L;100
Lb F F R Db L Db Lb Bb Lb Db L Db B Bb Rb U B U Bb Ub R Rb L B Lb R R Bb Db Rb Db R B Lb D L D D F L L Fb Rb Fb Fb R F Db F R B L B Lb Db Bb L Db Lb Db Fb D F D R Db Rb B Rb Bb R Db Bb Bb Bb D Bb Db Bb L B Lb Rb D L Db R D Lb Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;116;L' F2 R D' L D' L' B' L' D' L D' B B' R' U B U B' U' R R' L B L' R2 B' D' R' D' R B L' D L D2 F L2 F' R' F2 R F D' F R B L B L' D' B' L D' L' D' F' D F D R D' R' B R' B' R D' B D B' D' B' L B L' R' D L D' R D L' D2 F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;105
F R R Db B Bb Rb Bb Bb R B B D D Bb Lb R F Rb L Lb Lb Lb F L Fb Ub Fb U L F L Fb Db Lb Db F Db Fb Db Rb D R B Lb Db L D L Bb Lb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B D Rb D L Db R D Lb Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;100;F R2 D' B B' R' B2 R B2 D2 B' L' R F R' L L F L F' U' F' U L F L F' D' L' D' F D' F' D' R' D R B L' D' L D L B' L' D' R' D' R2 D' R2 D2 R D' B' D B D R' D L D' R D L' D2 F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;87
L F F R Ub R U Lb Fb Fb L Bb Bb Rb Db B B D R F D Fb Db Lb Fb L Rb U Rb F R Ub R U Rb Ub Rb Fb Fb R F Db F R R B R Bb Db Rb D B L B D B B Db Bb Lb Bb Rb Rb D Fb Rb F R Db R R D R F D Fb Db Rb D F B B B Fb L L L F L B L L L Fb L D Fb Db F B Db Db Fb Db F Db Db Bb;108;L F2 R U' R U L' F2 L B2 R' D' B2 D R F D F' D' L' F' L R' U R' F R U' R U R' U' R' F2 R F D' F R2 B R B' D' R' D B L B D B2 D' B' L' B' R2 D F' R' F R D' R2 D R F D F' D' R' D F B' F' L' F L B L' F' L D F' D' F B D2 F' D' F D2 B';91
L Fb Ub F D D R R F Db Fb Bb Bb L Rb B B Lb R F Bb L B Fb Lb R F F Rb L Fb Lb Fb L D F R D B Rb Bb Rb B L B D B B Db Bb Lb Bb Fb Rb Db Fb R R F R D F Db Lb Fb Db F D Lb Lb Lb D Rb Db R D D D Rb D D R D D Fb Db F B Db Db Fb Db F Db Db Bb;96;L F' U' F D2 R2 F D' F' B2 L R' B2 L' R F B' L B F' L' R F2 R' L F' L' F' L D F R D B R' B' R' B L B D B2 D' B' L' B' F' R' D' F' R2 F R D F D' L' F' D' F D L D R' D' R D' R' D2 R D2 F' D' F B D2 F' D' F D2 B';81
Lb F Ub Fb L Rb B U Bb R Db R D Rb Db L D Lb Rb F D Fb R D Rb Bb Db B D B Lb Db L Lb D L D B Db Bb Fb Fb D D Fb Fb D D F F B Rb Bb R Bb Db B Lb Db L Fb Lb D L F D R F D Fb Db Rb D F B B B Fb L L L F L B L L L Fb L D Fb Db F B Db Db Fb Db F Db Db Bb;102;L' F U' F' L R' B U B' R D' R D R' D' L D L' R' F D F' R D R' B' D' B D B L' D' L L' D L D B D' B' F2 D2 F2 D2 F2 B R' B' R B' D' B L' D' L F' L' D L F D R F D F' D' R' D F B' F' L' F L B L' F' L D F' D' F B D2 F' D' F D2 B';89
Ub Bb D Lb Db L D Rb Db R Rb Lb Rb Lb Ub Ub Lb Lb Rb Rb L B Db Db Bb D Lb Bb D B B L B Lb Bb Db Bb Db Rb F D R D Rb Fb D R B R Bb Db Rb Db Lb Db Bb L B L D D Fb D F Lb F L Fb Rb Db Rb D D D Rb D R D R Rb Bb Db B D R D D Bb D D B D Bb Bb D F Db B D B Fb Db Bb Lb F L B Lb Fb L;110;U' B' D L' D' L D R' D' R R' L' R' L' U2 L2 R2 L B D2 B' D L' B' D B2 L B L' B' D' B' D' R' F D R D R' F' D R B R B' D' R' D' L' D' B' L B L D2 F' D F L' F L F' R' D' R' D' R' D R D R R' B' D' B D R D2 B' D2 B D B2 D F D' B D B F' D' B' L' F L B L' F' L;99
L U R L Bb D Lb Db R Db Rb Bb F L Fb B B Fb R R Bb F Bb D B B L B Lb Bb Db Bb Fb Db F R D F Db Rb L Bb Lb Ub Lb U B B L B Lb Db Bb Db Db Lb D L D B Db Bb Rb D R Fb R F Rb Db U Rb Fb Rb F R R Ub R Fb Rb Rb Rb U R Ub R R F Rb Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;120;L U R L B' D L' D' R D' R' B' F L F' B2 F' R2 B' F B' D B2 L B L' B' D' B' F' D' F R D F D' R' L B' L' U' L' U B2 L B L' D' B' D2 L' D L D B D' B' R' D R F' R F R' D' U R' F' R' F R2 U' R F' R U R U' R2 F R' F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;109
Ub D F F Rb B U Bb R Lb D L Bb Db B F Bb L B Fb Db Db Bb D B Lb D L Bb Db Rb Fb Fb R F Db F R B L B Lb Db Bb F Db Fb R Fb Rb F Rb Bb Db Rb B R B D R D Db Db R F D Fb Db Rb Rb L Rb Lb R Lb B L B Rb Lb R Bb Lb Bb Lb B R Lb Lb D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;116;U' D F2 R' B U B' R L' D L B' D' B F B' L B F' D2 B' D B L' D L B' D' R' F2 R F D' F R B L B L' D' B' F D' F' R F' R' F R' B' D' R' B R B D R D D2 R F D F' D' R2 L R' L' R L' B L B R' L' R B' L' B' L' B R L2 D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;107
B U F Lb D Fb D F B Db Bb Rb Bb R R R D B D Bb Rb Db Bb Rb B Lb Db L Bb Db B Lb Lb Db F D Lb F Db Fb Lb Rb Fb Rb F D R B D L Bb Lb Bb L Db Lb Db Fb D F Rb B R Bb Rb Rb Rb D Rb D D Rb Db Bb D B R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;92;B U F L' D F' D F B D' B' R' B' R' D B D B' R' D' B' R' B L' D' L B' D' B L2 D' F D L' F D' F' L' R' F' R' F D R B D L B' L' B' L D' L' D' F' D F R' B R B' R D R' D2 R' D' B' D B R D' F' R' D R F D F2 R F R' F;83
Fb Lb Rb Bb R L Fb Db F Lb Db L Fb D F D D R Fb Fb Rb D Rb Rb Db B D Rb Rb B Db Bb D R B R Bb Db Rb Db Lb Db Bb L B L Fb D F Lb F L Fb Rb Fb Rb Fb B F R Bb F R D D Rb Db Bb D B R Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;104;F' L' R' B' R L F' D' F L' D' L F' D F D2 R F2 R' D R2 D' B D R2 B D' B' D R B R B' D' R' D' L' D' B' L B L F' D F L' F L F' R' F' R' F' B F R B' F R D2 R' D' B' D B R L' U L' D' U' D L2 U D L D' L D L2 U' D2 F' R' D R F D F2 R F R' F;93
L F Ub R U Fb L Bb Lb L Db R D Lb Rb F F F Lb Fb L U L Ub Db B L D Lb Bb Db Bb Lb B Db Db Bb Bb D D Bb Bb D D Bb Bb Fb Fb Db Db F F D D F F Lb F L Fb L D L L L D Lb Fb Db F D L Db L L D L Ub Db U Db Db Lb Db Lb Db Lb D Lb Db Ub D U Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;108;L F U' R U F' L B' L' L D' R D L' R' F' L' F' L U L U' D' B L D L' B' D' B' L' B D2 B2 D2 B2 D2 B2 F2 D2 F2 D2 F2 L' F L F' L D L' D L' F' D' F D L D' L2 D L U' D' U D2 L' D' L' D' L' D L' D' U' D U D' F' R' D R F D F2 R F R' F;88
U F F R Ub L U Bb Db R D Rb F Bb L L B Fb R Ub Fb Rb Ub F R U B B D Bb Db Bb Bb Rb B R B U F Ub Rb Fb R R Bb F D R B R Bb Db Rb B L B Lb Db Bb L Db Lb Db Fb D F D R Db Rb B Rb Bb R Bb Db Lb D L B Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db Rb Bb L B R Lb Db Lb D L;108;U F2 R U' L U B' D' R D R' F B' L2 B F' R U' F' R' U' F R U B2 D B' D' B2 R' B R B U F U' R' F' R2 B' F D R B R B' D' R' B L B L' D' B' L D' L' D' F' D F D R D' R' B R' B' R B' D' L' D L B L' U L' D' U' D L2 U D L D' L D L2 U' D' R' B' L B R L' D' L' D L;101
R U Rb R D D Bb Bb R Lb F F L Rb Lb F Lb Fb Lb Lb D Bb Db B Bb F Bb Ub Fb B Ub F U B Rb Fb Rb F D R Rb Lb B B Lb Lb B B L R Lb F F Db F D Fb Fb L Db Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;76;R U R' R D2 B2 R L' F2 L R' L' F L' F' L2 D B' D' B B' F B' U' F' B U' F U B R' F' R' F D R R' L' B2 L2 B2 L R L' F2 D' F D F2 L D F' R' D R F D F2 R F R' F;62
Lb Lb Bb L D Rb Db R B Fb R R Bb F B L B Lb Ub Lb U L Db Lb Fb Db F L Fb Db F Lb Db L R B Rb Bb Db Rb D Ub Lb D L U D D Lb Db Bb L B L Fb Lb Db L F Lb D L D Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;108;L2 B' L D R' D' R B F' R2 B' F B L B L' U' L' U L D' L' F' D' F L F' D' F L' D' L R B R' B' D' R' D U' L' D L U D2 L' D' B' L B L F' L' D' L F L' D L D L' U L' D' U' D L2 U D L D' L D L2 U' D' D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;100
U F Bb Rb U R D Fb Db F L Rb Bb Bb R Lb L Fb Db F Lb Db L Fb D F D D R Fb Fb Rb D R Db Rb F Db Fb R L D F Lb Fb Lb D B Rb Bb R Bb Db B L F L Bb Lb B Fb Lb Db Db F Db Fb R Fb Rb F Lb U D D Ub Lb Db Lb Ub Ub Db Ub Ub L L D L D Lb Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;128;U F B' R' U R D F' D' F L R' B2 R L' L F' D' F L' D' L F' D F D2 R F2 R' D R D' R' F D' F' R L D F L' F' L' D B R' B' R B' D' B L F L B' L' B F' L' D2 F D' F' R F' R' F L' U D2 U' L' D' L' U2 D' U2 L2 D L D L2 R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;115
B U U B Ub Bb Lb F L R Rb L Bb Lb R Rb D R F D Fb Db L D Lb Fb Lb F L Fb Fb D Fb Db Fb R B R Bb Db Rb D D Bb L B Lb B D Bb L Db Lb Db Fb D F Db Rb Db Rb Rb Db R R Db Db R Db Bb D B R F D Fb Db Rb Db Lb Db Fb D F L D R Db Fb Db F D D Rb Fb R Db Rb F D D Bb D D B D Bb Bb D F Db B D B Fb Db;116;B U2 B U' B' L' F L R R' L B' L' R R' D R F D F' D' L D L' F' L' F L F2 D F' D' F' R B R B' D' R' D2 B' L B L' B D B' L D' L' D' F' D F D' R' D' R2 D' R2 D2 R D' B' D B R F D F' D' R' D' L' D' F' D F L D R D' F' D' F D2 R' F' R D' R' F D2 B' D2 B D B2 D F D' B D B F' D';106
U R Fb D L Fb D R R F L Db Lb Bb Db Db B F Db F F Lb Fb L F D F Bb F Lb U L Ub Lb Fb Lb B Rb Fb Fb R F Db F R R B R Bb Db Rb D Lb D L Bb L B Lb Db Db F Db Fb R Fb Rb F D Rb Db Bb D B R Rb L L Db Lb Db Lb Lb D L D L D D R L D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;118;U R F' D L F' D R2 F L D' L' B' D2 B F D' F2 L' F' L F D F B' F L' U L U' L' F' L' B R' F2 R F D' F R2 B R B' D' R' D L' D L B' L B L' D2 F D' F' R F' R' F D R' D' B' D B R R' L2 D' L' D' L2 D L D L D2 R L D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;106
Lb Rb B U Fb Ub Rb D Rb Rb Bb Db B D D B Db Bb Db Rb B R Db Db Lb Fb Db L F L D L Fb Fb Lb F L Fb Fb D Fb Db Fb Rb Fb Fb R F Db F R Rb Lb B B Lb Lb B B L R Db Lb F L Fb L D Lb D F R Fb Rb Db R D F Db Rb Fb D Db D Rb Db R D D D Rb D D R D B R Fb Rb B B B R F Rb Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;120;L' R' B U F' U' R' D R2 B' D' B D2 B D' B' D' R' B R D2 L' F' D' L F L D L F2 L' F L F2 D F' D' F' R' F2 R F D' F R R' L' B2 L2 B2 L R D' L' F L F' L D L' D F R F' R' D' R D F D' R' F' D D' D R' D' R D' R' D2 R D B R F' R' B' R F R' D' F' R' D R F D F2 R F R' F;103
B U U Fb Rb D B B Lb R F Rb L Rb L B Lb R Lb D L B D Bb B U F Ub Rb Fb R R Bb F Bb Db Rb B R B Fb Fb D D Fb Fb D D F F D F Db Fb Db Rb D R Db Rb B Db Bb Bb D B R B D Bb Rb Bb Db B D R D Rb Db Bb D B R Fb D B Db F D Bb Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;106;B U2 F' R' D B2 L' R F R' L R' L B L' R L' D L B D B' B U F U' R' F' R2 B' F B' D' R' B R B F2 D2 F2 D2 F2 D F D' F' D' R' D R D' R' B D' B2 D B R B D B' R' B' D' B D R D R' D' B' D B R F' D B D' F D B' D2 F' R' D R F D F2 R F R' F;93
Ub Fb Lb D F Lb Db L R Db R R Db Rb Fb B R F Bb Rb Db Fb Fb Rb F R F R F L F L Fb Db Lb Db F Db Fb Db Rb D R Fb D F Lb F L Fb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Rb Bb Db B D R Lb Fb Db F D L Db;78;U' F' L' D F L' D' L R D' R2 D' R' F' B R F B' R' D' F2 R' F R F R F L F L F' D' L' D' F D' F' D' R' D R F' D F L' F L F' D' R' D' R2 D' R2 D2 R D' B' D B R' B' D' B D R L' F' D' F D L D';73
Bb F Db L Bb L Db Lb B Db Bb Lb R Fb Rb L Bb Db R B R Bb Db Rb B Rb Bb Rb B R B R B Rb Bb Rb Fb Rb F D R Rb Lb B B Lb Lb B B L R Db Lb D L Bb L B Lb Fb Rb Db Fb R R F R D F Db Db Rb D L Db R D Lb Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;104;B' F D' L B' L D' L' B D' B' L' R F' R' L B' D' R B R B' D' R' B R' B' R' B R B R B R' B' R' F' R' F D R R' L' B2 L2 B2 L R D' L' D L B' L B L' F' R' D' F' R2 F R D F D2 R' D L D' R D L' D2 F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;95
Lb R F Lb Fb Db B B Db Db Bb Fb D F Rb D R Fb L B B Lb Ub B Ub Lb U U Bb Db B D B Lb Db L Rb Fb Fb R F Db F R R B R Bb Db Rb D B Lb Db L D L Bb Lb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B D Rb Bb Db B D R B Rb Bb L B R Bb Lb Rb Bb Lb B R Bb L B D Fb Db F B Db Db Fb Db F Db Db Bb;110;L' R F L' F' D' B2 D2 B' F' D F R' D R F' L B2 L' U' B U' L' U2 B' D' B D B L' D' L R' F2 R F D' F R2 B R B' D' R' D B L' D' L D L B' L' D' R' D' R2 D' R2 D2 R D' B' D B D R' B' D' B D R B R' B' L B R B' L' R' B' L' B R B' L B D F' D' F B D2 F' D' F D2 B';99
L R Rb B R Ub R U Fb Bb Fb Fb Bb U U Fb Bb Bb Fb Bb Bb D Rb Db Rb Bb D R Bb Bb Lb Bb D Lb Db Lb B L Bb Fb Fb D Fb Db F F Lb F L Fb Lb Fb L D F Bb L B U B Ub Lb Lb Fb Lb Db Fb D L F L L D L D Lb Lb Db Lb Db Lb D B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;102;L R R' B R U' R U F' B' F2 B' U2 F' B2 F' B2 D R' D' R' B' D R B2 L' B' D L' D' L' B L B' F2 D F' D' F2 L' F L F' L' F' L D F B' L B U B U' L2 F' L' D' F' D L F L2 D L D L2 D' L' D' L' D B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';91
L U F R Fb Fb D Lb F L Rb Rb Bb Rb Bb R Db B Lb B D Bb L D Lb Rb Rb Db B D Rb Rb B Db Bb L D F Lb Fb Lb D F R R Fb Rb D Rb Fb D Lb F L Fb L D Lb Rb Db Rb D D D Rb D R D R Bb Db Lb D L B L B R Bb Lb B Rb Bb Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;106;L U F R F2 D L' F L R2 B' R' B' R D' B L' B D B' L D L' R2 D' B D R2 B D' B' L D F L' F' L' D F R2 F' R' D R' F' D L' F L F' L D L' R' D' R' D' R' D R D R B' D' L' D L B L B R B' L' B R' B' D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';96
Bb Fb Db Db F Rb D R B R Bb B Lb Db L Bb Db B B R Bb R D Rb Db Rb Fb Lb Db L F F D L Db Fb Lb R F F Rb L R B R Bb Db Rb L Db Lb F Lb Fb L B L B D B B Db Bb Lb Bb Rb Rb D Fb Rb F R Db R R D Lb Fb Db F D Lb Lb Lb R F L Fb Rb F Lb Fb Fb R F Lb Fb Rb F Lb Lb Lb;102;B' F' D2 F R' D R B R B' B L' D' L B' D' B2 R B' R D R' D' R' F' L' D' L F2 D L D' F' L' R F2 R' L R B R B' D' R' L D' L' F L' F' L B L B D B2 D' B' L' B' R2 D F' R' F R D' R2 D L' F' D' F D L R F L F' R' F L' F2 R F L' F' R' F L;90
Bb F Lb F Db F Ub R U Fb Bb F L Fb B Rb L Bb R Lb Rb Fb Rb Rb F R R F D R Db Fb Rb Fb B D L Bb Lb Bb D F R R Fb Rb D Rb Fb Fb D F Lb F L Fb F Db Fb Db Rb D R Db D Rb Db Bb D B R Rb Bb Lb B R Bb L B D D Bb D D B D Bb Bb D F Db B D B Fb Db;96;B' F L' F D' F U' R U F' B' F L F' B R' L B' R L' R' F' R2 F R2 F D R D' F' R' F' B D L B' L' B' D F R2 F' R' D R' F2 D F L' F L F' F D' F' D' R' D R D' D R' D' B' D B R R' B' L' B R B' L B D2 B' D2 B D B2 D F D' B D B F' D';89
Lb Rb D Rb Db F D Fb D F Lb Fb B Ub B U Rb Bb Rb Db Bb D Bb R Fb D F D D R Fb Fb Rb D Rb D B D Bb Db Bb R Fb Lb Fb L D F D Lb Db Bb L B L Bb D B Rb B R Bb Lb Db L Fb Lb D L F Bb Db Lb D L B U Rb Fb Rb F R R Ub R Fb Rb Rb Rb U R Ub R R F Rb B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;116;L' R' D R' D' F D F' D F L' F' B U' B U R' B' R' D' B' D B' R F' D F D2 R F2 R' D R' D B D B' D' B' R F' L' F' L D F D L' D' B' L B L B' D B R' B R B' L' D' L F' L' D L F B' D' L' D L B U R' F' R' F R2 U' R F' R U R U' R2 F R' B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';109
Fb Rb B D Rb Rb Ub R U Fb Bb F L Fb B R F D Fb D Rb B D Bb Fb Lb Fb L U L Ub Rb Fb Fb R F Db F R Lb D L D B Db Bb Db Db Fb Lb Db F D Fb L F Rb Db Rb D D D Rb D R D R Rb Bb Lb B R Bb L B F L B Lb Fb L Bb Lb Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;106;F' R' B D R2 U' R U F' B' F L F' B R F D F' D R' B D B' F' L' F' L U L U' R' F2 R F D' F R L' D L D B D' B' D2 F' L' D' F D F' L F R' D' R' D' R' D R D R R' B' L' B R B' L B F L B L' F' L B' L' D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';98
U Db L L Rb Rb Db B R L D Lb Rb Bb Db B Rb U Rb F R Ub R U Rb Ub Bb Db Rb B R B Rb Bb Rb B R Db B R D D F Db Fb Db Rb D R Db Fb Lb Db L F Lb D L Rb Bb Db B D R U Rb Fb Rb F R R Ub R Fb Rb Rb Rb U R Ub R R F Rb B Rb Lb R Lb Lb Rb Lb Bb L Bb L Bb R B Rb Lb R B Lb;104;U D' L2 R2 D' B R L D L' R' B' D' B R' U R' F R U' R U R' U' B' D' R' B R B R' B' R' B R D' B R D2 F D' F' D' R' D R D' F' L' D' L F L' D L R' B' D' B D R U R' F' R' F R2 U' R F' R U R U' R2 F R' B R' L' R L2 R' L' B' L B' L B' R B R' L' R B L';96
L U D F Rb Rb D Bb D B D Lb Db L Lb Db L D F L Fb Lb R F F Rb L Rb Db R D B R Bb Db D R B R Bb Db Rb B D L Bb Lb Bb D L F D F Lb Fb Db Fb Lb Rb Bb Db Rb B R B D R D Db Bb Db Lb D L B Rb Bb Lb B R Bb L B D Fb Db F B Db Db Fb Db F Db Db Bb Lb Fb Rb F L Fb R F;104;L U D F R2 D B' D B D L' D' L L' D' L D F L F' L' R F2 R' L R' D' R D B R B' D' D R B R B' D' R' B D L B' L' B' D L F D F L' F' D' F' L' R' B' D' R' B R B D R D D' B' D' L' D L B R' B' L' B R B' L B D F' D' F B D2 F' D' F D2 B' L' F' R' F L F' R F;100
Bb D L L D F F Ub Bb U Fb Bb Db F B F Db Fb D Fb Db F Db B D Bb R B R Bb Db Rb Rb Lb B B Lb Lb B B L R Bb Lb D Bb Lb B L B R F D Fb Db Rb D Bb Bb Bb D Bb Db Bb L B Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;94;B' D L2 D F2 U' B' U F' B' D' F B F D' F' D F' D' F D' B D B' R B R B' D' R2 L' B2 L2 B2 L R B' L' D B' L' B L B R F D F' D' R' D B D B' D' B' L B L' R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F;82
